roll_res_fs,ph_fs,td_mm_alwd_fs,pwr_delivery,braking_performance,handling,driven,steered,caster_angle,camber_angle,toe_angle,ld_ip_fs,spd_ip_fs,balanced,rem_life_km_fs
0.159,0.419,0.259,-0.5,0.0,-0.5,-0.5,-0.5,0.388,0.254,0.116,-0.461,-0.179,0.5,-0.139
0.209,-0.126,-0.415,0.5,0.5,-0.5,-0.5,0.5,0.284,-0.29,-0.443,-0.155,0.024,0.5,0.092
0.208,-0.14,0.475,0.0,0.0,0.0,-0.5,0.5,-0.112,0.03,0.472,-0.496,-0.4,-0.5,-0.058
0.489,0.121,-0.3,0.0,0.5,0.0,0.5,0.5,-0.034,-0.05,-0.497,-0.28,-0.283,0.5,-0.001
0.408,-0.274,0.484,0.0,0.0,0.5,0.5,0.5,-0.26,0.257,0.289,-0.091,-0.212,-0.5,-0.122
-0.192,0.393,-0.155,0.0,-0.5,0.5,-0.5,-0.5,-0.285,0.406,-0.462,-0.229,-0.1,0.5,-0.053
-0.439,0.186,0.226,0.0,-0.5,0.0,-0.5,0.5,0.191,0.26,0.48,-0.16,0.266,0.5,-0.117
0.456,0.228,-0.484,0.0,0.5,0.5,0.5,-0.5,-0.169,-0.01,-0.31,-0.418,0.185,-0.5,-0.028
0.075,-0.375,0.374,-0.5,0.5,0.0,0.5,-0.5,-0.094,-0.203,0.423,-0.121,0.409,0.5,0.064
-0.074,0.218,0.235,0.0,0.0,0.0,0.5,0.5,-0.397,0.189,-0.266,-0.144,0.031,-0.5,-0.059
-0.239,0.205,-0.419,-0.5,-0.5,0.5,-0.5,-0.5,-0.189,-0.217,0.042,-0.002,0.391,-0.5,0.1
0.085,0.091,-0.059,-0.5,0.5,-0.5,0.5,-0.5,-0.115,0.22,-0.053,-0.103,-0.027,0.5,-0.087
-0.301,-0.195,0.133,0.5,0.5,0.0,0.5,0.5,-0.269,-0.11,0.365,-0.39,0.288,-0.5,0.061
0.39,-0.42,-0.498,0.0,0.5,0.0,-0.5,0.5,0.302,0.316,0.113,0.467,-0.437,0.5,-0.161
-0.075,0.401,0.439,0.0,0.5,0.5,0.5,-0.5,0.441,0.141,0.127,0.425,0.026,-0.5,-0.11
-0.466,-0.275,0.34,0.5,0.5,0.0,-0.5,-0.5,0.239,-0.054,0.339,-0.278,-0.194,0.5,-0.063
0.306,0.201,0.4,0.5,-0.5,0.5,-0.5,-0.5,0.167,0.152,0.024,-0.181,0.337,-0.5,-0.123
0.12,0.12,-0.261,0.5,-0.5,-0.5,-0.5,0.5,-0.058,0.289,0.044,-0.434,0.403,0.5,-0.094
-0.021,-0.425,0.436,-0.5,0.0,0.0,-0.5,0.5,-0.042,-0.07,-0.445,0.175,0.224,0.5,-0.013
-0.134,0.282,0.035,0.5,0.5,0.0,0.5,-0.5,-0.339,0.476,0.125,0.422,-0.221,-0.5,-0.037
0.179,-0.459,0.418,0.5,0.0,0.5,0.5,0.5,0.297,-0.481,0.434,-0.462,-0.128,0.5,0.062
-0.463,-0.408,0.39,-0.5,0.0,0.5,-0.5,0.5,0.088,-0.008,-0.326,0.371,0.497,0.5,-0.082
-0.456,-0.023,0.437,0.5,-0.5,0.0,-0.5,-0.5,0.009,-0.428,0.123,0.04,-0.283,-0.5,0.112
-0.011,-0.152,-0.249,0.0,0.5,-0.5,-0.5,0.5,-0.095,-0.266,0.166,-0.5,0.05,-0.5,0.105
0.321,-0.072,0.187,0.0,0.5,-0.5,0.5,-0.5,0.282,0.481,-0.279,0.495,-0.475,0.5,-0.116
-0.021,0.031,0.24,-0.5,0.0,0.5,-0.5,0.5,-0.077,-0.138,-0.17,-0.109,0.339,0.5,0.064
0.145,0.137,0.271,0.0,0.0,-0.5,0.5,0.5,0.24,0.011,-0.374,-0.376,-0.223,0.5,-0.089
0.241,0.437,-0.085,0.0,0.5,0.0,-0.5,0.5,0.225,0.009,-0.023,0.073,0.065,0.5,-0.056
-0.202,-0.136,-0.398,0.5,0.0,0.5,0.5,0.5,-0.416,-0.49,-0.209,0.429,-0.362,0.5,0.226
0.43,-0.149,0.478,0.0,0.5,-0.5,0.5,0.5,-0.442,-0.437,0.477,0.292,-0.386,0.5,0.231
0.271,-0.012,-0.157,0.5,0.5,0.5,0.5,-0.5,0.421,-0.014,0.319,0.156,0.389,-0.5,-0.063
-0.103,0.327,-0.403,0.0,-0.5,0.0,0.5,0.5,-0.082,0.289,-0.486,0.14,-0.059,-0.5,-0.083
-0.429,-0.125,0.044,-0.5,0.5,0.0,-0.5,0.5,-0.45,-0.321,-0.302,-0.088,-0.174,0.5,0.15
0.151,0.325,-0.014,0.5,-0.5,0.5,-0.5,-0.5,-0.062,-0.262,-0.202,-0.096,-0.03,0.5,0.107
0.103,-0.457,0.3,0.0,-0.5,0.0,-0.5,-0.5,0.473,-0.353,0.404,0.163,-0.042,0.5,0.142
-0.056,0.382,0.222,0.5,-0.5,0.0,0.5,-0.5,0.306,-0.112,0.372,0.488,-0.226,0.5,0.105
-0.329,0.184,0.466,-0.5,-0.5,-0.5,0.5,-0.5,-0.303,-0.381,0.332,0.399,0.004,0.5,0.233
0.39,0.479,0.137,-0.5,0.5,0.5,0.5,-0.5,-0.014,-0.388,-0.499,-0.461,0.255,0.5,0.109
0.143,0.468,-0.19,-0.5,-0.5,0.5,-0.5,-0.5,0.453,-0.074,0.258,-0.438,0.012,-0.5,-0.032
0.431,0.211,0.348,0.0,0.0,0.0,-0.5,0.5,-0.062,0.002,0.294,0.046,0.326,0.5,-0.042
-0.338,0.401,-0.191,0.5,0.5,-0.5,-0.5,-0.5,-0.026,0.395,-0.122,0.378,-0.066,-0.5,-0.063
0.132,-0.462,-0.255,0.5,0.0,-0.5,0.5,0.5,0.051,-0.353,0.239,0.096,-0.441,0.5,0.129
0.329,0.034,-0.3,0.0,0.0,0.0,0.5,0.5,-0.213,0.434,-0.471,-0.326,-0.371,0.5,-0.075
0.098,-0.303,-0.264,0.5,0.0,-0.5,-0.5,0.5,-0.138,0.495,-0.41,-0.172,0.453,-0.5,-0.146
-0.464,0.2,0.139,-0.5,0.0,0.0,-0.5,-0.5,-0.216,0.406,-0.158,-0.424,-0.445,-0.5,-0.052
-0.299,0.05,0.454,0.0,0.5,0.5,0.5,-0.5,0.394,0.141,0.109,0.492,0.01,0.5,-0.11
-0.218,0.479,0.15,0.0,-0.5,-0.5,-0.5,0.5,-0.095,0.433,0.433,0.233,-0.188,-0.5,-0.073
-0.024,0.359,0.161,0.0,0.0,-0.5,0.5,0.5,-0.138,0.199,0.469,-0.023,0.061,-0.5,-0.078
0.179,-0.218,0.345,0.5,-0.5,0.0,0.5,-0.5,-0.094,0.271,0.48,-0.177,0.362,-0.5,-0.11
-0.267,0.47,0.235,0.0,0.5,0.5,-0.5,0.5,-0.018,0.001,-0.016,-0.027,-0.432,0.5,-0.009
-0.313,0.449,-0.037,0.5,-0.5,0.5,-0.5,0.5,-0.147,0.218,0.233,0.325,0.137,0.5,-0.075
0.104,0.215,0.026,-0.5,0.0,0.5,-0.5,0.5,-0.101,0.255,-0.135,-0.042,0.031,0.5,-0.094
-0.131,0.321,0.332,0.0,0.5,0.0,-0.5,-0.5,0.329,-0.044,-0.112,0.001,-0.041,-0.5,-0.032
-0.109,-0.006,-0.46,0.5,-0.5,0.5,-0.5,-0.5,0.235,-0.44,0.006,-0.229,-0.022,-0.5,0.1
0.342,-0.351,0.032,0.0,-0.5,0.5,0.5,0.5,-0.245,-0.163,-0.306,-0.314,0.206,-0.5,0.077
0.063,-0.227,0.393,0.5,-0.5,-0.5,-0.5,-0.5,-0.247,-0.445,0.465,-0.432,-0.117,-0.5,0.145
-0.176,0.105,0.17,0.5,-0.5,-0.5,0.5,0.5,-0.178,-0.315,0.126,-0.068,0.216,-0.5,0.1
0.468,0.257,0.271,0.0,-0.5,0.0,-0.5,-0.5,0.349,-0.237,0.274,0.375,0.289,-0.5,0.147
-0.351,0.374,0.065,-0.5,-0.5,0.0,-0.5,-0.5,-0.012,-0.366,0.45,0.163,0.158,-0.5,0.16
-0.277,0.085,-0.106,-0.5,0.0,0.5,0.5,0.5,-0.398,0.073,-0.127,-0.255,0.34,-0.5,-0.011
-0.155,0.475,0.441,0.0,-0.5,-0.5,-0.5,-0.5,-0.396,0.116,-0.015,0.118,0.489,-0.5,-0.018
-0.015,-0.485,-0.088,0.0,0.5,-0.5,-0.5,0.5,0.137,0.235,0.418,0.342,0.36,-0.5,-0.117
-0.234,0.34,0.363,0.0,0.5,0.0,-0.5,0.5,-0.122,-0.177,0.389,-0.361,-0.244,-0.5,0.072
0.351,-0.081,-0.086,-0.5,0.0,0.5,-0.5,-0.5,-0.338,0.062,0.23,-0.149,-0.029,-0.5,-0.015
-0.288,0.45,-0.269,-0.5,0.0,-0.5,-0.5,0.5,-0.215,-0.055,0.179,-0.378,0.334,0.5,0.039
-0.417,0.399,-0.107,-0.5,-0.5,0.0,0.5,-0.5,0.275,0.447,0.261,0.336,-0.186,-0.5,-0.128
0.411,-0.221,0.005,-0.5,0.5,-0.5,0.5,0.5,0.006,-0.423,-0.471,0.281,-0.258,0.5,0.173
-0.492,0.103,-0.098,0.5,-0.5,0.5,0.5,0.5,0.419,-0.278,-0.155,0.311,-0.142,-0.5,0.141
0.07,-0.141,0.043,0.0,0.0,0.5,-0.5,0.5,0.294,0.165,0.374,-0.312,0.318,-0.5,-0.133
-0.246,0.28,0.339,0.5,-0.5,-0.5,0.5,-0.5,-0.365,-0.116,-0.381,0.489,0.371,0.5,0.152
0.327,0.406,0.352,0.0,0.0,0.5,0.5,-0.5,-0.101,-0.355,0.293,-0.215,0.403,-0.5,0.101
0.381,-0.473,0.456,0.0,-0.5,0.5,-0.5,-0.5,-0.317,-0.236,-0.399,-0.273,0.057,0.5,0.123
0.075,-0.319,-0.42,0.5,0.5,0.0,-0.5,-0.5,0.361,0.355,-0.198,-0.37,-0.232,-0.5,-0.167
-0.23,0.181,0.232,0.5,-0.5,0.5,-0.5,-0.5,0.483,-0.468,-0.154,-0.37,0.287,-0.5,0.103
0.048,0.27,-0.219,0.5,0.5,0.5,-0.5,0.5,0.273,0.165,0.097,-0.434,-0.404,-0.5,-0.115
-0.365,0.276,0.487,-0.5,-0.5,0.5,-0.5,0.5,0.436,-0.119,0.032,0.297,-0.374,0.5,0.107
0.256,0.044,-0.271,-0.5,0.5,0.0,-0.5,0.5,-0.127,-0.166,-0.494,-0.002,-0.301,-0.5,0.077
0.413,-0.1,0.326,0.0,0.0,0.5,0.5,0.5,0.199,0.339,-0.029,0.095,-0.361,0.5,-0.138
-0.254,0.113,-0.291,-0.5,0.5,-0.5,0.5,-0.5,0.218,-0.174,0.21,-0.291,0.122,0.5,0.066
-0.113,0.128,0.176,0.0,0.0,0.5,-0.5,0.5,0.218,-0.378,0.435,-0.283,-0.496,0.5,0.099
0.265,0.251,-0.384,0.0,-0.5,-0.5,-0.5,0.5,0.304,0.377,-0.363,0.03,-0.183,-0.5,-0.135
-0.261,-0.401,0.422,0.0,-0.5,-0.5,-0.5,-0.5,0.047,-0.462,-0.078,-0.28,-0.017,-0.5,0.092
-0.212,0.455,-0.283,0.0,0.0,0.0,0.5,0.5,0.003,-0.324,-0.36,0.3,0.289,-0.5,0.173
0.418,0.481,0.11,0.5,0.5,0.0,-0.5,0.5,-0.268,0.471,-0.257,-0.225,-0.102,0.5,-0.058
-0.007,0.273,0.051,0.5,0.0,-0.5,-0.5,-0.5,0.406,-0.105,-0.421,0.025,0.036,-0.5,0.05
0.067,-0.094,-0.126,0.0,0.5,-0.5,-0.5,0.5,-0.058,-0.081,0.076,-0.492,0.093,0.5,0.06
0.144,0.271,-0.394,-0.5,0.0,0.5,0.5,0.5,-0.101,-0.158,-0.378,-0.337,-0.475,0.5,0.072
0.283,-0.075,0.466,0.0,0.0,0.5,0.5,-0.5,0.121,0.333,0.034,0.078,-0.33,-0.5,-0.113
-0.178,0.486,-0.339,0.5,0.5,-0.5,-0.5,0.5,-0.187,0.412,-0.324,0.034,0.073,0.5,-0.068
-0.388,0.27,-0.248,0.5,0.5,0.0,0.5,0.5,0.1,-0.412,0.379,0.183,-0.126,0.5,0.173
0.167,0.396,-0.348,0.0,0.5,-0.5,0.5,0.5,-0.194,-0.283,-0.09,0.41,0.205,0.5,0.158
-0.118,0.458,-0.204,0.5,0.5,0.0,0.5,0.5,-0.023,0.282,-0.386,-0.03,0.088,0.5,-0.078
0.308,0.357,0.048,0.0,-0.5,-0.5,-0.5,-0.5,-0.281,0.421,-0.45,0.401,0.416,0.5,-0.045
0.188,-0.266,-0.209,0.5,-0.5,0.5,0.5,-0.5,0.38,-0.352,0.36,0.187,-0.052,0.5,0.145
-0.328,0.343,0.221,-0.5,0.5,-0.5,0.5,0.5,0.091,-0.018,-0.372,0.089,0.343,-0.5,-0.022
-0.032,0.13,-0.258,-0.5,0.5,0.0,-0.5,0.5,-0.049,0.022,-0.212,-0.102,-0.414,0.5,-0.022
0.29,-0.138,0.387,-0.5,0.5,0.5,-0.5,0.5,0.24,0.036,-0.099,-0.125,-0.474,0.5,-0.082
-0.469,-0.229,-0.187,0.0,0.0,-0.5,0.5,0.5,-0.179,-0.428,-0.183,0.235,0.333,-0.5,0.173
0.191,-0.148,-0.246,-0.5,0.5,-0.5,0.5,-0.5,-0.074,0.337,-0.027,0.374,-0.122,-0.5,-0.085
-0.039,-0.456,0.394,0.0,-0.5,0.5,-0.5,-0.5,0.029,0.251,-0.191,-0.022,0.4,-0.5,-0.136
-0.357,0.409,0.489,-0.5,0.0,0.0,0.5,0.5,0.044,0.335,0.326,-0.206,-0.099,-0.5,-0.103
-0.162,0.087,-0.044,-0.5,0.5,0.0,-0.5,0.5,0.379,0.128,-0.123,-0.377,0.078,0.5,-0.075
0.489,-0.214,0.107,0.5,0.0,0.5,0.5,0.5,0.403,-0.364,0.485,0.44,0.318,0.5,0.159
0.074,-0.448,-0.294,0.5,-0.5,-0.5,-0.5,-0.5,0.442,-0.232,0.025,-0.054,-0.076,-0.5,0.06
-0.303,-0.207,0.229,-0.5,0.5,0.0,0.5,-0.5,0.189,0.043,0.151,-0.466,-0.01,-0.5,-0.061
0.22,-0.272,-0.414,0.0,0.5,0.5,0.5,-0.5,-0.177,0.444,-0.093,-0.054,-0.199,-0.5,-0.134
-0.264,0.426,0.444,0.5,0.0,0.0,0.5,0.5,0.252,-0.342,0.072,0.128,0.413,0.5,0.129
-0.217,0.327,-0.329,0.0,0.0,-0.5,-0.5,-0.5,0.358,0.432,0.347,0.121,0.363,0.5,-0.119
-0.431,0.281,0.096,-0.5,0.5,0.5,-0.5,-0.5,0.373,0.321,0.059,0.299,-0.205,-0.5,-0.097
-0.252,0.038,0.21,0.5,-0.5,0.5,0.5,0.5,-0.072,-0.083,-0.457,0.496,-0.267,0.5,0.12
0.042,0.49,0.491,0.0,0.5,-0.5,0.5,-0.5,-0.407,-0.072,-0.388,-0.324,0.06,0.5,0.02
-0.149,-0.254,0.144,0.5,-0.5,0.0,0.5,0.5,-0.414,-0.284,-0.149,-0.121,-0.247,-0.5,0.122
0.277,0.353,0.479,0.5,0.5,-0.5,0.5,0.5,0.064,-0.137,0.33,0.113,-0.478,-0.5,0.093
0.132,0.489,0.255,0.0,0.0,-0.5,0.5,0.5,0.452,-0.423,-0.135,0.103,-0.167,0.5,0.131
-0.166,0.255,-0.154,-0.5,0.5,-0.5,0.5,0.5,0.118,-0.35,0.154,0.409,-0.158,-0.5,0.173
0.021,-0.463,0.379,0.0,0.0,-0.5,0.5,-0.5,0.233,0.41,0.019,-0.411,0.16,0.5,-0.19
-0.399,0.208,0.484,0.5,-0.5,0.5,0.5,-0.5,0.326,-0.48,0.091,-0.236,0.063,0.5,0.091
-0.027,0.242,-0.087,-0.5,0.0,0.5,-0.5,0.5,0.127,-0.46,0.102,0.427,-0.216,0.5,0.187
0.099,0.345,-0.279,0.0,0.0,0.0,0.5,-0.5,-0.341,-0.217,0.086,-0.043,0.356,-0.5,0.128
-0.266,0.13,-0.492,-0.5,0.0,-0.5,0.5,0.5,0.321,-0.237,0.378,0.343,-0.481,-0.5,0.128
-0.311,-0.085,-0.167,0.0,0.5,0.5,0.5,0.5,0.402,-0.371,0.261,-0.279,-0.076,0.5,0.096
0.465,-0.324,-0.386,-0.5,0.0,0.0,-0.5,-0.5,0.165,-0.386,0.41,-0.234,-0.06,0.5,0.079
-0.326,0.312,-0.174,0.5,0.0,0.0,-0.5,-0.5,-0.227,-0.057,0.305,-0.333,0.311,-0.5,0.041
-0.03,-0.466,0.291,0.0,0.0,0.5,-0.5,0.5,0.469,-0.181,0.139,0.017,0.086,-0.5,0.035
-0.417,-0.057,-0.271,0.5,-0.5,0.0,-0.5,0.5,0.389,0.007,-0.272,0.161,0.329,0.5,-0.056
-0.403,0.13,0.015,-0.5,0.0,-0.5,-0.5,-0.5,-0.062,-0.437,0.031,-0.377,-0.242,-0.5,0.118
-0.166,0.401,-0.017,-0.5,0.5,-0.5,-0.5,-0.5,-0.443,-0.474,0.336,0.42,0.039,0.5,0.24
-0.222,-0.252,-0.399,0.0,0.0,0.5,-0.5,-0.5,0.159,-0.024,-0.018,0.395,0.456,0.5,-0.013
-0.398,0.264,-0.344,0.0,0.5,0.0,0.5,0.5,-0.072,-0.366,-0.022,0.169,-0.394,0.5,0.146
-0.225,0.245,0.456,-0.5,-0.5,-0.5,0.5,-0.5,0.001,-0.109,-0.391,-0.387,0.38,-0.5,0.051
0.202,0.317,0.025,0.5,0.5,-0.5,-0.5,0.5,-0.114,-0.442,0.07,-0.455,-0.308,0.5,0.11
-0.474,-0.482,-0.381,0.5,-0.5,0.5,-0.5,-0.5,0.237,-0.36,-0.078,-0.204,0.291,-0.5,0.077
-0.424,-0.171,0.146,0.0,0.5,0.5,0.5,-0.5,-0.079,0.287,0.145,-0.275,0.281,0.5,-0.072
-0.127,0.007,-0.194,-0.5,0.0,0.0,-0.5,0.5,0.18,-0.346,0.43,0.133,0.043,0.5,0.14
0.478,-0.228,0.061,-0.5,-0.5,-0.5,-0.5,-0.5,0.057,0.036,-0.211,0.264,-0.406,0.5,-0.042
0.12,0.459,0.129,-0.5,-0.5,0.5,-0.5,-0.5,0.438,-0.211,0.267,-0.191,0.372,0.5,0.084
0.18,-0.248,0.212,0.0,0.0,0.5,0.5,-0.5,-0.077,0.353,0.102,0.219,0.399,-0.5,-0.091
0.487,-0.269,-0.282,0.0,0.5,-0.5,0.5,-0.5,-0.202,-0.316,-0.337,0.342,0.431,0.5,0.165
0.48,0.057,-0.023,0.0,0.5,0.0,0.5,0.5,-0.014,-0.469,0.311,-0.362,0.288,-0.5,0.104
-0.23,0.312,0.428,0.5,0.5,0.0,0.5,0.5,0.031,-0.124,-0.259,0.463,0.011,-0.5,0.109
-0.262,0.33,-0.398,-0.5,0.5,-0.5,-0.5,-0.5,-0.143,-0.418,-0.032,-0.13,-0.173,0.5,0.117
-0.047,-0.077,0.345,0.5,-0.5,0.5,-0.5,-0.5,-0.012,0.087,-0.17,0.038,-0.218,0.5,-0.056
0.164,-0.432,0.457,0.5,0.0,-0.5,-0.5,0.5,0.116,0.029,-0.255,-0.209,0.066,-0.5,-0.109
0.481,0.293,-0.106,0.5,0.5,-0.5,0.5,-0.5,0.025,0.369,-0.303,0.097,0.022,-0.5,-0.086
-0.491,0.421,0.033,-0.5,-0.5,0.5,0.5,-0.5,0.367,-0.316,-0.018,0.438,0.45,-0.5,0.16
0.108,0.088,0.018,0.0,-0.5,0.5,0.5,-0.5,0.293,-0.46,-0.016,0.165,-0.291,-0.5,0.136
-0.44,-0.241,-0.137,0.0,-0.5,0.0,-0.5,0.5,0.151,0.254,0.056,-0.364,-0.142,-0.5,-0.122
-0.455,-0.131,0.214,0.0,0.5,0.0,-0.5,-0.5,-0.458,0.04,-0.349,0.373,-0.221,0.5,0.014
-0.168,0.311,-0.081,0.0,-0.5,0.5,0.5,-0.5,0.085,0.438,0.204,0.007,-0.188,-0.5,-0.084
0.454,0.482,-0.066,-0.5,-0.5,0.0,-0.5,0.5,-0.267,-0.287,-0.363,-0.243,0.463,-0.5,0.138
-0.35,-0.499,0.101,0.5,0.0,0.5,0.5,-0.5,-0.063,-0.283,0.21,-0.149,-0.374,-0.5,0.075
0.248,-0.175,0.203,-0.5,-0.5,0.0,-0.5,0.5,0.102,0.337,0.062,-0.182,0.289,0.5,-0.097
0.106,0.003,-0.188,0.0,0.0,-0.5,0.5,0.5,0.057,-0.017,0.321,0.134,0.131,-0.5,-0.034
0.003,0.176,-0.156,0.0,0.0,0.5,0.5,0.5,-0.231,0.079,0.132,-0.296,-0.005,0.5,-0.011
-0.209,-0.35,0.408,-0.5,0.5,0.5,-0.5,-0.5,0.429,0.187,0.378,0.366,-0.085,-0.5,-0.133
-0.06,0.337,0.08,0.0,0.5,0.0,0.5,-0.5,0.34,-0.417,-0.12,0.154,-0.14,0.5,0.139
0.023,0.408,-0.463,0.0,0.0,0.0,-0.5,-0.5,-0.389,0.246,0.073,-0.171,-0.102,0.5,-0.059
-0.394,-0.35,0.215,-0.5,0.0,-0.5,-0.5,-0.5,-0.228,-0.03,-0.494,0.168,0.26,-0.5,0.022
0.382,0.209,0.144,0.0,0.5,0.0,-0.5,0.5,0.114,0.251,-0.366,0.061,-0.473,0.5,-0.082
0.083,-0.195,0.089,-0.5,0.0,-0.5,-0.5,0.5,-0.429,-0.362,-0.326,-0.072,-0.174,-0.5,0.139
0.387,0.106,0.138,0.0,0.0,0.0,0.5,0.5,0.213,-0.172,0.38,-0.309,0.408,0.5,0.057
0.462,-0.164,-0.404,0.5,0.5,0.5,-0.5,-0.5,0.423,-0.083,-0.067,-0.221,-0.366,-0.5,0.052
-0.102,0.265,-0.338,0.5,-0.5,-0.5,0.5,-0.5,0.098,-0.39,-0.343,0.113,0.143,0.5,0.149
-0.434,0.428,0.289,0.0,0.5,-0.5,0.5,-0.5,0.411,-0.329,0.161,0.461,-0.075,-0.5,0.166
0.465,0.107,-0.199,0.0,-0.5,0.5,0.5,0.5,-0.086,0.159,0.257,-0.206,0.465,-0.5,-0.096
-0.404,-0.011,-0.008,-0.5,0.0,0.5,0.5,0.5,0.446,-0.472,-0.138,-0.378,-0.254,0.5,0.091
0.499,0.264,-0.11,0.0,0.5,0.5,-0.5,-0.5,-0.325,0.207,0.088,-0.195,0.417,0.5,-0.055
0.356,0.089,-0.371,0.0,0.0,-0.5,-0.5,0.5,0.21,0.187,0.377,0.038,0.1,0.5,-0.126
0.065,-0.266,0.438,0.0,0.0,0.5,-0.5,0.5,-0.199,0.465,0.028,0.17,-0.131,-0.5,-0.142
0.011,0.357,-0.051,0.5,-0.5,0.5,0.5,-0.5,0.144,-0.369,0.06,0.347,-0.387,0.5,0.165
0.349,-0.046,0.237,0.5,-0.5,0.0,-0.5,0.5,0.481,-0.486,-0.42,0.126,-0.004,0.5,0.148
0.043,0.172,0.456,0.5,-0.5,0.5,0.5,0.5,-0.357,0.342,0.339,0.313,-0.227,0.5,-0.062
0.26,-0.349,-0.078,0.5,0.5,-0.5,0.5,-0.5,0.189,-0.184,-0.16,-0.151,0.255,0.5,0.037
0.328,0.338,-0.236,0.0,-0.5,0.5,-0.5,-0.5,0.11,0.374,-0.428,0.184,-0.153,-0.5,-0.089
0.496,0.378,-0.384,-0.5,0.0,0.5,0.5,-0.5,-0.129,-0.322,0.096,0.382,-0.157,-0.5,0.178
-0.413,0.227,0.156,-0.5,-0.5,0.0,-0.5,0.5,-0.481,0.3,0.067,0.146,-0.07,0.5,-0.044
-0.325,-0.375,0.3,0.0,0.5,0.5,0.5,-0.5,0.251,0.201,0.27,-0.102,-0.275,-0.5,-0.165
0.406,-0.293,-0.197,0.0,-0.5,-0.5,0.5,0.5,-0.178,-0.186,-0.133,-0.315,-0.236,0.5,0.041
0.231,-0.162,0.23,0.5,0.5,0.5,-0.5,-0.5,-0.019,-0.021,-0.419,-0.137,0.491,0.5,-0.005
-0.242,-0.453,0.383,-0.5,-0.5,-0.5,-0.5,0.5,0.492,0.155,-0.251,0.019,0.002,0.5,-0.166
0.253,-0.147,0.192,0.5,0.5,0.5,-0.5,0.5,-0.084,-0.47,0.062,-0.079,0.076,0.5,0.112
-0.079,0.437,0.083,-0.5,0.5,0.5,0.5,-0.5,0.038,0.27,0.371,-0.401,-0.09,0.5,-0.073
-0.055,-0.319,0.079,-0.5,0.5,0.5,-0.5,-0.5,-0.067,0.461,-0.038,-0.101,-0.256,-0.5,-0.117
0.012,-0.086,0.467,0.5,0.0,0.5,0.5,-0.5,-0.102,0.36,0.395,-0.491,-0.214,-0.5,-0.097
0.29,0.041,-0.057,-0.5,0.5,0.0,0.5,0.5,0.055,-0.489,-0.074,0.291,0.189,-0.5,0.173
0.241,0.087,-0.275,0.0,0.5,0.0,0.5,-0.5,0.412,0.447,0.351,-0.316,-0.354,-0.5,-0.122
-0.006,0.278,-0.233,0.5,0.0,0.0,0.5,-0.5,-0.122,-0.022,-0.21,0.011,0.375,-0.5,0.005
-0.014,0.12,-0.134,0.0,0.5,0.0,0.5,-0.5,-0.216,0.409,0.471,0.5,-0.38,0.5,-0.037
0.137,-0.304,0.233,-0.5,0.5,0.0,0.5,-0.5,-0.308,-0.133,0.364,0.332,0.01,-0.5,0.145
-0.363,-0.007,-0.252,-0.5,0.5,0.0,-0.5,0.5,-0.48,0.025,0.325,-0.29,-0.156,0.5,-0.001
-0.468,-0.103,0.027,0.5,-0.5,0.0,-0.5,-0.5,0.079,-0.341,0.01,-0.028,0.459,0.5,0.118
0.141,-0.016,0.483,0.0,0.0,-0.5,0.5,-0.5,0.161,-0.127,-0.215,-0.211,0.098,-0.5,0.038
0.361,0.179,-0.352,0.5,-0.5,0.5,-0.5,0.5,0.092,-0.234,-0.064,-0.354,0.172,0.5,0.093
0.066,-0.153,-0.434,-0.5,-0.5,0.5,-0.5,0.5,-0.159,-0.219,-0.3,0.068,-0.366,0.5,0.129
0.104,-0.342,-0.288,-0.5,-0.5,0.0,-0.5,0.5,0.384,-0.441,0.408,0.128,0.368,0.5,0.131
0.316,-0.278,0.196,-0.5,0.0,0.5,0.5,-0.5,-0.177,0.412,-0.285,0.399,-0.134,0.5,-0.145
-0.387,-0.022,0.471,-0.5,0.0,-0.5,-0.5,0.5,0.032,-0.18,-0.451,0.033,0.006,0.5,0.077
-0.345,0.343,0.427,0.0,0.0,0.0,0.5,-0.5,0.102,-0.064,-0.454,-0.167,-0.402,-0.5,-0.007
0.377,0.451,-0.025,0.0,-0.5,0.0,-0.5,0.5,-0.33,-0.406,-0.299,0.388,-0.092,0.5,0.24
-0.461,-0.287,-0.165,-0.5,0.5,0.5,-0.5,-0.5,0.179,-0.313,-0.448,-0.21,-0.188,0.5,0.076
0.202,0.244,0.166,-0.5,-0.5,0.0,0.5,0.5,-0.406,-0.453,-0.004,-0.234,-0.059,-0.5,0.145
-0.15,-0.053,0.485,0.0,0.5,0.5,-0.5,-0.5,0.301,0.06,0.09,0.009,-0.481,0.5,-0.068
0.146,-0.235,-0.435,0.5,-0.5,0.0,0.5,-0.5,0.225,0.427,-0.391,-0.118,0.105,0.5,-0.138
-0.078,-0.209,-0.41,0.5,0.5,0.0,-0.5,-0.5,0.488,-0.338,-0.455,-0.249,-0.488,0.5,0.094
-0.204,-0.213,0.493,0.5,0.5,0.0,0.5,0.5,0.48,-0.261,0.373,0.006,-0.113,0.5,0.074
-0.428,0.049,-0.111,0.0,0.5,-0.5,-0.5,0.5,0.337,0.23,-0.391,-0.115,-0.071,0.5,-0.109
-0.092,0.312,-0.11,-0.5,0.0,-0.5,0.5,0.5,-0.139,-0.291,-0.121,-0.21,-0.29,-0.5,0.099
