und_infl_adj_fs,width_mm_fs,asp_rat_adj_fs,ld_ind_fs,spd_rat_fs,roll_res_fs
-0.307,-0.45,-0.268,0.308,0.101,-0.037
-0.486,-0.296,-0.423,0.489,-0.189,-0.037
0.092,0.078,-0.371,0.419,0.247,0.06
0.043,0.364,0.389,-0.41,0.169,0.051
-0.215,0.295,-0.211,-0.323,-0.498,-0.02
0.093,0.297,-0.242,-0.177,0.49,0.052
-0.431,-0.384,0.135,-0.46,-0.015,-0.036
0.019,0.212,0.337,-0.498,-0.116,0.041
0.007,-0.491,-0.074,0.093,0.293,-0.006
0.162,-0.286,-0.303,-0.493,-0.465,-0.023
0.415,-0.221,0.303,0.348,0.114,0.013
0.421,0.223,-0.462,0.341,0.094,0.063
0.431,0.342,0.272,-0.093,0.49,0.074
0.357,-0.059,-0.139,-0.147,0.438,0.054
-0.181,0.309,0.323,0.302,-0.202,0.045
-0.39,0.497,-0.454,0.209,0.331,0.037
0.356,-0.287,-0.458,-0.065,-0.019,0.009
-0.207,-0.198,-0.43,0.37,0.083,-0.026
0.429,-0.328,0.188,0.027,-0.006,0.013
-0.117,0.23,-0.152,0.008,-0.453,-0.008
-0.442,0.314,-0.211,0.483,-0.21,0.037
0.245,-0.225,-0.254,0.201,0.262,0.009
0.295,-0.278,-0.357,0.047,-0.106,0.009
-0.009,-0.401,-0.148,-0.404,-0.21,-0.004
0.212,-0.435,0.152,0.155,0.125,0.013
0.32,-0.332,-0.093,0.295,-0.171,0.009
0.45,0.026,-0.19,0.035,-0.083,0.063
-0.441,0.376,-0.264,0.436,-0.346,0.037
0.096,0.37,0.32,-0.155,-0.33,0.06
0.288,-0.103,0.004,0.286,-0.166,0.066
-0.064,0.477,-0.017,0.049,0.31,0.037
0.3,-0.133,-0.467,-0.321,-0.124,0.057
0.027,0.317,-0.421,-0.455,0.133,0.042
-0.077,0.304,0.12,0.101,0.381,0.044
0.28,-0.154,0.168,-0.234,0.368,0.012
-0.366,-0.316,-0.266,-0.046,-0.489,-0.088
-0.279,0.011,0.299,-0.343,-0.046,0.041
-0.116,0.334,-0.382,0.433,0.043,0.037
0.174,-0.037,-0.067,-0.088,0.139,0.061
-0.277,0.351,0.219,0.442,0.326,0.044
0.205,-0.044,-0.158,0.305,-0.327,0.058
-0.109,-0.218,-0.326,-0.414,0.207,-0.023
0.046,-0.089,0.028,-0.11,0.371,0.051
-0.238,-0.446,-0.458,-0.237,0.31,-0.032
-0.113,0.29,-0.046,0.344,0.136,0.037
0.233,0.071,0.073,-0.057,-0.119,0.072
-0.16,0.476,0.311,0.02,0.072,0.045
-0.135,0.206,0.396,-0.414,-0.472,-0.004
0.187,-0.235,0.495,-0.302,0.097,0.01
-0.205,-0.339,-0.405,0.129,-0.396,-0.037
-0.08,-0.373,0.221,-0.016,0.113,-0.002
0.349,0.172,-0.034,0.114,0.337,0.063
-0.226,-0.154,0.23,-0.189,0.053,-0.026
-0.495,0.497,-0.379,-0.376,0.438,0.031
0.182,0.03,-0.126,-0.315,-0.473,0.021
-0.467,-0.307,-0.367,0.224,0.363,-0.037
0.432,-0.353,0.136,0.5,0.206,0.012
-0.092,0.355,0.333,0.143,0.085,0.045
0.121,-0.22,-0.301,-0.024,-0.21,0.007
0.404,0.031,-0.237,0.01,0.169,0.063
0.478,-0.021,0.178,-0.108,0.448,0.074
-0.386,0.471,0.162,-0.384,-0.138,0.04
-0.016,0.348,-0.459,0.407,0.226,0.037
-0.293,0.391,0.338,0.409,-0.226,0.045
-0.406,-0.129,-0.11,0.088,0.255,0.041
-0.273,-0.107,0.333,0.115,-0.209,0.048
0.228,0.295,0.41,0.12,0.339,0.074
0.453,-0.086,-0.053,-0.417,0.101,0.057
0.23,0.389,-0.157,0.194,-0.135,0.063
-0.216,0.275,0.224,0.428,0.001,0.044
-0.377,0.132,-0.313,-0.377,-0.132,0.031
-0.2,0.118,-0.297,-0.421,-0.29,0.031
-0.496,-0.487,-0.247,0.307,0.393,-0.037
0.35,0.166,0.056,0.434,0.405,0.072
-0.444,0.171,-0.323,-0.166,0.28,0.03
-0.142,-0.298,-0.001,0.256,0.447,-0.023
-0.224,0.264,0.419,-0.284,0.276,0.04
0.18,-0.256,-0.061,0.302,-0.439,0.006
-0.015,-0.23,-0.495,0.457,-0.031,-0.006
0.382,-0.004,0.058,-0.101,-0.289,0.069
-0.496,-0.114,0.084,-0.036,-0.382,0.044
-0.182,-0.287,-0.264,-0.147,0.452,-0.032
0.055,-0.443,-0.385,0.49,0.142,-0.001
0.394,-0.099,-0.25,0.25,0.285,0.066
0.459,0.02,0.107,0.474,-0.461,0.037
-0.158,0.048,-0.202,-0.125,-0.016,0.037
-0.111,0.381,-0.433,-0.418,-0.139,0.031
0.049,-0.259,-0.194,-0.043,0.089,-0.001
0.342,0.222,0.024,-0.239,0.047,0.054
-0.466,-0.491,0.444,-0.295,0.218,-0.036
-0.404,-0.414,0.341,-0.403,0.025,-0.036
-0.396,-0.334,0.444,-0.408,0.355,-0.036
-0.353,0.44,0.002,0.436,-0.04,0.037
-0.454,0.268,-0.453,0.158,-0.387,0.032
0.083,-0.04,0.183,-0.329,0.396,0.064
0.14,0.16,-0.225,-0.258,-0.252,0.052
-0.275,-0.358,0.29,-0.302,-0.497,-0.074
0.124,-0.202,-0.26,0.32,0.116,0.009
-0.338,-0.251,0.039,-0.411,0.423,-0.039
-0.003,-0.013,-0.431,0.009,0.234,0.037
-0.425,-0.469,0.494,-0.483,0.218,-0.046
-0.312,-0.059,-0.198,-0.251,-0.278,0.03
0.32,-0.204,-0.315,-0.255,-0.479,-0.022
-0.205,-0.358,-0.387,0.332,-0.208,-0.03
-0.401,0.211,-0.448,-0.342,0.392,0.031
-0.247,-0.258,-0.069,0.245,0.166,-0.03
-0.105,0.034,-0.281,-0.433,0.434,0.031
0.269,0.299,0.235,-0.309,-0.482,0.033
0.029,-0.23,-0.017,0.481,0.395,0.0
0.215,0.178,-0.41,-0.229,0.175,0.052
-0.444,0.146,-0.289,0.326,-0.168,0.037
0.366,0.266,0.321,0.496,0.087,0.074
-0.481,0.372,0.366,0.17,-0.143,0.045
-0.246,0.222,-0.238,-0.321,0.379,0.03
-0.171,-0.045,-0.303,-0.147,0.239,0.03
-0.136,-0.071,0.247,0.152,0.194,0.048
-0.168,0.321,0.481,-0.277,0.493,0.04
-0.391,0.236,-0.213,-0.397,-0.319,0.031
0.391,-0.49,0.052,0.22,-0.228,0.012
-0.31,0.175,-0.468,-0.424,-0.153,0.031
0.393,0.05,0.124,0.067,-0.147,0.072
0.035,0.399,-0.361,-0.0,-0.167,0.047
0.155,0.241,-0.167,-0.276,0.053,0.052
0.419,0.023,-0.395,0.034,-0.251,0.063
0.3,-0.441,0.134,0.371,-0.296,0.01
0.361,0.219,0.206,0.055,0.32,0.074
-0.249,0.46,-0.361,-0.15,-0.232,0.03
0.212,0.063,-0.447,-0.221,0.062,0.052
0.078,-0.417,0.316,0.087,0.408,0.01
-0.381,0.046,-0.079,-0.026,0.24,0.037
-0.109,0.083,0.393,0.096,-0.226,0.045
0.223,-0.176,-0.136,0.037,0.492,0.011
-0.381,-0.424,0.358,-0.209,0.16,-0.036
0.049,-0.321,-0.476,-0.484,0.383,0.002
0.207,-0.008,-0.181,0.389,-0.404,0.055
0.432,-0.2,0.335,-0.072,0.428,0.014
-0.198,-0.049,0.407,-0.119,-0.405,0.029
-0.152,0.44,-0.397,-0.197,-0.352,0.03
0.357,-0.349,-0.267,-0.285,-0.065,0.006
-0.368,-0.149,-0.313,-0.371,-0.136,-0.037
-0.35,-0.101,0.493,-0.263,-0.128,0.043
-0.12,-0.048,0.343,-0.256,-0.281,0.039
-0.485,-0.345,0.04,-0.283,-0.024,-0.039
-0.474,-0.306,0.197,0.447,0.046,-0.034
-0.099,0.334,-0.177,0.106,0.34,0.037
0.13,0.236,-0.192,0.497,0.275,0.061
0.154,-0.392,0.171,0.384,-0.386,0.009
0.169,0.464,0.143,-0.441,-0.133,0.063
0.112,0.105,0.278,-0.331,-0.017,0.064
0.098,-0.489,-0.367,-0.101,-0.329,0.005
0.137,0.313,-0.407,0.171,0.145,0.061
0.018,-0.022,-0.283,0.015,-0.277,0.037
0.343,0.334,-0.035,-0.432,0.413,0.054
-0.167,-0.077,-0.047,-0.44,-0.142,0.034
0.166,-0.015,0.304,0.419,0.235,0.072
0.06,-0.36,0.137,0.483,0.033,0.002
-0.139,-0.368,0.118,0.305,-0.367,-0.021
-0.012,0.461,0.074,0.416,-0.088,0.044
0.324,0.373,0.202,-0.482,-0.266,0.068
0.482,-0.415,-0.045,-0.293,0.253,0.006
0.09,-0.125,-0.074,0.33,0.355,0.066
0.075,0.021,-0.397,0.047,0.101,0.06
0.383,0.113,0.342,0.214,-0.189,0.074
0.458,-0.265,0.479,0.059,0.372,0.013
0.044,0.139,0.265,0.06,0.181,0.055
-0.391,-0.316,0.162,-0.206,-0.298,-0.037
-0.289,-0.405,0.411,0.159,-0.136,-0.034
-0.076,0.056,0.108,0.246,-0.354,0.044
-0.389,-0.052,0.496,0.089,0.142,0.045
-0.426,-0.216,-0.044,-0.223,-0.372,-0.036
-0.414,0.397,-0.138,0.404,-0.488,-0.019
-0.008,0.034,0.371,-0.21,0.274,0.04
0.048,0.155,-0.226,0.167,0.28,0.047
0.217,0.47,0.399,0.182,-0.133,0.072
-0.215,0.261,0.47,0.284,-0.026,0.045
-0.482,0.213,-0.494,0.244,0.277,0.037
-0.375,-0.277,-0.32,-0.047,0.318,-0.037
0.387,-0.43,-0.498,0.051,-0.305,0.007
0.378,-0.055,0.116,-0.461,-0.18,0.066
0.223,0.015,0.298,-0.221,0.071,0.065
-0.219,0.27,-0.118,-0.336,0.467,0.031
-0.423,0.156,0.319,0.137,0.415,0.045
-0.36,0.424,0.394,0.173,-0.396,0.029
-0.485,-0.498,-0.458,0.297,-0.265,-0.037
0.413,-0.14,-0.204,0.303,0.005,0.011
0.077,-0.37,0.34,0.105,-0.261,0.01
0.381,-0.308,0.298,0.328,0.362,0.013
0.108,-0.26,-0.233,0.232,0.076,0.007
-0.113,0.153,-0.412,0.103,-0.293,0.037
-0.32,-0.129,-0.383,-0.45,-0.164,0.034
0.39,0.185,-0.495,0.187,-0.004,0.063
0.402,0.072,0.301,-0.127,-0.365,0.071
-0.136,-0.447,0.243,-0.206,-0.214,-0.023
-0.422,-0.006,-0.181,0.485,-0.064,0.037
0.23,-0.194,0.282,-0.022,0.27,0.014
-0.063,-0.21,0.065,0.436,0.203,-0.002
0.489,-0.499,-0.065,0.228,-0.285,0.008
0.123,-0.265,-0.006,0.467,-0.106,0.007
-0.381,0.191,0.017,0.112,0.047,0.037
-0.228,0.017,0.25,0.44,-0.287,0.044
-0.158,-0.013,-0.363,0.155,0.04,0.037
0.023,0.212,-0.164,-0.156,0.034,0.03
-0.307,0.193,0.431,0.058,0.372,0.045
-0.334,-0.249,-0.28,-0.239,0.476,-0.04
-0.072,0.223,0.102,-0.149,-0.006,0.039
-0.468,0.163,-0.339,0.125,-0.437,0.019
-0.071,-0.18,-0.316,-0.354,0.377,-0.004
-0.286,-0.474,0.481,0.396,0.08,-0.034
0.249,-0.461,-0.046,0.053,0.232,0.009
-0.32,-0.11,-0.05,-0.462,-0.471,-0.021
0.05,-0.142,-0.497,-0.212,0.344,-0.003
0.172,0.373,-0.075,-0.026,0.16,0.061
0.393,-0.008,0.213,-0.395,0.222,0.068
0.46,0.258,0.334,-0.238,0.428,0.068
-0.153,0.324,-0.33,0.385,0.213,0.037
0.075,-0.237,0.34,-0.43,-0.462,-0.025
0.48,-0.444,0.212,-0.119,-0.431,0.011
0.433,-0.189,0.091,-0.248,-0.098,0.011
-0.201,0.388,-0.116,-0.448,-0.313,0.031
-0.112,-0.48,-0.459,0.301,0.091,-0.024
-0.475,-0.292,0.464,-0.208,0.15,-0.036
0.131,0.445,0.383,0.081,-0.415,0.069
-0.162,-0.124,0.026,0.123,0.386,0.041
0.45,-0.317,0.487,-0.177,0.281,0.01
-0.294,0.154,0.28,-0.107,0.044,0.045
0.208,-0.471,-0.236,0.343,-0.25,0.009
-0.442,0.417,-0.414,0.284,-0.037,0.037
-0.102,0.289,0.495,0.103,0.356,0.045
-0.368,-0.062,0.317,-0.214,-0.35,0.039
-0.183,-0.404,0.422,-0.052,0.45,-0.026
0.111,-0.437,-0.208,-0.268,-0.291,0.003
0.09,0.497,0.138,0.28,0.481,0.068
-0.397,0.221,0.279,-0.07,-0.326,0.044
0.063,-0.001,0.145,-0.0,0.467,0.054
-0.168,-0.448,0.349,0.47,-0.374,-0.021
0.331,-0.231,0.068,-0.189,-0.279,0.007
-0.276,-0.172,0.295,0.021,0.089,-0.031
0.185,0.303,-0.095,-0.416,-0.172,0.052
0.298,-0.25,-0.311,0.086,0.191,0.009
0.054,-0.138,-0.245,0.122,-0.166,-0.001
0.162,-0.039,0.387,0.199,0.019,0.072
-0.469,-0.006,-0.147,0.325,0.439,0.037
0.355,0.044,0.259,0.238,-0.158,0.074
-0.022,0.108,0.433,-0.304,-0.135,0.04
0.199,0.423,0.3,-0.297,0.408,0.065
0.198,-0.156,-0.305,0.069,-0.365,0.009
0.354,-0.497,-0.026,0.335,-0.326,0.007
0.374,-0.042,0.164,0.248,-0.12,0.074
0.101,0.394,-0.001,-0.499,0.281,0.052
0.097,-0.161,-0.013,-0.23,-0.14,0.005
0.425,-0.394,-0.369,-0.119,0.488,0.009
0.453,-0.321,-0.457,-0.381,0.104,0.01
0.222,0.45,0.104,-0.344,-0.426,0.06
-0.161,-0.425,-0.006,-0.215,0.186,-0.026
-0.451,0.343,0.324,-0.465,0.007,0.041
-0.343,0.143,0.211,0.05,-0.42,0.028
0.023,-0.234,0.346,0.31,0.089,-0.002
-0.122,-0.295,-0.147,-0.411,0.033,-0.026
-0.396,-0.485,0.066,-0.377,-0.284,-0.037
0.322,-0.002,-0.145,0.001,-0.129,0.063
-0.147,-0.305,0.088,-0.259,-0.459,-0.06
-0.32,-0.346,0.445,0.171,0.283,-0.034
0.367,-0.352,-0.178,0.25,0.087,0.009
-0.297,-0.382,0.357,-0.372,-0.226,-0.036
0.314,0.247,0.322,-0.049,-0.236,0.074
0.23,0.115,0.438,-0.358,0.07,0.068
0.292,-0.299,-0.323,0.151,-0.399,0.006
-0.342,0.018,0.092,0.175,0.083,0.044
0.028,-0.282,0.365,0.079,-0.424,-0.004
-0.376,-0.112,0.323,0.226,0.226,0.048
-0.057,0.221,-0.23,0.487,0.102,0.037
0.146,0.176,0.149,-0.078,0.051,0.07
0.315,-0.108,0.165,-0.492,-0.038,0.07
0.203,-0.297,0.11,0.478,0.269,0.012
-0.292,0.192,-0.067,0.128,0.361,0.037
0.011,0.291,-0.482,-0.447,-0.121,0.031
0.245,0.086,-0.052,-0.257,-0.064,0.054
-0.003,-0.26,-0.231,-0.338,0.383,-0.008
-0.311,-0.22,0.431,0.306,-0.343,-0.031
0.254,-0.01,-0.471,0.1,-0.125,0.063
-0.207,-0.03,0.197,-0.372,-0.306,0.039
-0.453,0.226,-0.419,-0.342,-0.094,0.031
0.268,0.297,0.324,-0.119,-0.467,0.038
0.241,0.06,-0.463,-0.215,0.219,0.054
0.247,0.311,-0.182,0.024,0.369,0.063
-0.39,-0.44,-0.436,-0.225,-0.366,-0.04
-0.469,-0.478,-0.493,0.153,-0.341,-0.037
0.381,-0.003,0.11,0.066,-0.064,0.072
-0.087,-0.443,-0.16,-0.249,0.303,-0.008
-0.213,0.047,0.027,0.485,-0.352,0.037
0.15,0.15,0.365,0.111,0.277,0.072
-0.28,-0.142,-0.378,0.199,-0.049,-0.034
0.131,0.404,-0.073,-0.291,-0.22,0.052
0.437,0.33,0.024,-0.29,-0.448,0.022
0.176,0.178,0.066,-0.358,0.08,0.063
0.045,0.135,-0.374,-0.476,0.272,0.042
0.316,-0.208,-0.492,-0.136,0.492,0.006
0.188,-0.265,-0.425,-0.257,0.185,0.006
-0.491,0.136,-0.409,-0.367,-0.275,0.031
-0.475,-0.436,0.007,-0.158,0.284,-0.039
0.433,0.384,0.056,-0.293,-0.193,0.066
-0.462,-0.034,-0.245,-0.478,-0.046,0.031
-0.269,-0.259,0.045,0.193,0.301,-0.028
-0.218,0.202,-0.361,-0.099,0.336,0.037
0.275,-0.158,0.376,-0.33,0.28,0.012
-0.158,-0.086,-0.404,0.169,0.486,0.041
-0.107,0.492,-0.139,-0.387,0.031,0.031
-0.459,-0.236,0.013,0.201,0.372,-0.036
0.247,0.038,0.256,-0.287,0.454,0.068
-0.004,0.493,-0.394,-0.149,-0.359,0.03
0.144,-0.104,0.003,0.153,-0.022,0.066
-0.138,0.183,-0.363,0.484,-0.089,0.037
-0.096,0.149,-0.179,0.175,0.429,0.037
-0.333,-0.067,-0.249,-0.039,-0.205,0.037
-0.368,0.418,0.222,0.367,-0.281,0.044
0.173,-0.205,0.087,0.369,0.058,0.01
0.497,-0.208,0.025,-0.36,-0.309,0.009
0.264,0.196,-0.11,-0.452,0.179,0.054
-0.163,-0.067,0.082,-0.13,-0.486,-0.005
-0.104,-0.451,0.444,-0.065,0.082,-0.02
0.45,-0.005,-0.341,-0.382,-0.049,0.054
-0.203,-0.497,0.179,-0.382,-0.061,-0.028
-0.219,0.219,0.29,0.353,-0.012,0.045
0.158,0.277,-0.066,0.22,-0.006,0.061
0.081,-0.317,-0.455,0.023,-0.195,0.006
0.038,-0.115,0.359,-0.229,0.475,0.053
0.474,0.438,0.066,-0.492,-0.093,0.066
-0.425,0.311,-0.028,-0.205,-0.208,0.03
-0.312,-0.2,-0.023,0.109,-0.052,-0.033
-0.133,0.209,-0.399,0.336,0.283,0.037
-0.378,0.103,-0.453,-0.208,0.288,0.03
-0.24,-0.295,0.233,0.184,0.18,-0.026
0.308,0.047,0.252,-0.133,0.185,0.074
0.334,-0.093,-0.34,-0.323,-0.054,0.057
-0.04,-0.012,0.173,-0.049,-0.022,0.044
-0.17,-0.243,-0.425,0.183,-0.378,-0.026
-0.234,0.417,-0.094,-0.169,0.085,0.03
-0.164,-0.025,-0.495,-0.04,0.365,0.037
-0.41,0.324,0.247,0.161,0.245,0.044
-0.455,-0.045,-0.162,0.466,-0.019,0.037
0.382,-0.249,-0.131,-0.06,-0.472,-0.024
-0.313,-0.373,0.084,0.147,-0.425,-0.041
-0.365,-0.399,-0.361,0.147,0.417,-0.037
0.013,0.428,-0.069,-0.177,-0.179,0.03
-0.489,0.313,-0.058,0.244,0.46,0.037
-0.172,-0.436,0.474,-0.292,0.425,-0.023
0.003,-0.155,0.363,0.405,0.32,-0.002
-0.154,-0.354,-0.148,-0.26,0.207,-0.027
0.486,0.375,0.424,0.382,0.055,0.074
0.026,-0.411,0.111,-0.062,-0.001,0.002
0.311,0.396,-0.269,-0.169,-0.249,0.054
-0.192,0.244,0.421,0.339,0.002,0.045
0.296,-0.265,-0.312,0.447,-0.228,0.009
0.459,0.212,0.47,-0.066,-0.3,0.071
0.39,-0.491,0.279,-0.035,-0.134,0.013
0.084,-0.14,0.157,0.261,-0.349,0.01
0.26,-0.147,-0.19,0.406,-0.429,0.008
0.111,0.48,-0.475,-0.189,0.367,0.052
-0.473,0.35,-0.284,0.416,-0.449,-0.018
-0.124,0.084,0.171,0.382,-0.254,0.044
0.079,-0.015,0.301,0.22,0.395,0.07
-0.35,-0.159,-0.316,0.141,0.119,-0.034
-0.288,-0.198,-0.176,0.288,-0.383,-0.037
0.302,0.226,0.218,0.002,0.39,0.074
0.208,0.197,0.222,0.283,-0.02,0.072
-0.402,0.2,0.358,0.433,-0.002,0.045
-0.059,0.124,0.429,-0.157,0.398,0.04
0.295,-0.176,-0.238,0.479,-0.047,0.011
0.098,-0.221,-0.27,-0.081,0.255,0.006
-0.384,0.016,0.042,-0.194,-0.152,0.03
0.031,0.321,0.073,0.291,-0.46,0.013
-0.487,-0.213,0.115,0.341,0.461,-0.031
0.009,-0.351,0.125,-0.266,-0.047,-0.005
-0.475,-0.339,-0.249,0.412,-0.163,-0.037
-0.064,0.325,-0.434,-0.326,-0.06,0.03
-0.359,0.037,0.391,-0.378,0.374,0.041
-0.294,-0.075,-0.082,0.311,-0.469,-0.016
0.04,0.13,0.081,0.447,-0.282,0.051
0.125,0.164,-0.338,-0.412,0.104,0.052
0.39,-0.034,0.143,-0.416,0.088,0.066
0.471,0.417,0.264,0.155,0.078,0.074
0.101,-0.333,0.465,-0.376,0.053,0.012
-0.252,0.059,-0.442,0.298,-0.293,0.037
-0.34,0.379,-0.017,0.387,0.481,0.037
0.434,0.247,0.273,0.134,-0.25,0.074
-0.072,0.391,0.243,0.468,-0.073,0.044
-0.318,0.061,-0.301,-0.043,0.425,0.037
0.1,0.182,0.362,0.017,0.329,0.07
-0.354,0.315,-0.244,0.082,-0.489,-0.019
-0.245,0.435,-0.085,-0.459,0.396,0.031
0.298,-0.213,-0.272,-0.263,0.001,0.006
0.368,0.172,-0.417,0.474,-0.228,0.063
-0.105,-0.002,0.288,-0.011,-0.02,0.045
-0.275,-0.294,0.184,0.468,0.124,-0.034
-0.014,-0.472,0.141,0.141,-0.464,-0.03
-0.467,0.343,0.436,-0.108,0.197,0.045
0.488,-0.389,-0.468,-0.317,0.135,0.006
0.078,0.464,0.487,-0.066,-0.187,0.07
-0.146,-0.433,-0.241,0.499,-0.058,-0.024
0.254,0.055,-0.495,0.29,-0.38,0.058
0.14,0.322,0.405,0.148,0.328,0.072
-0.039,-0.375,0.206,0.02,0.427,-0.002
-0.291,-0.32,-0.365,0.425,-0.361,-0.037
-0.032,-0.169,0.226,0.066,0.195,-0.002
0.285,-0.022,0.229,0.01,-0.313,0.071
-0.381,-0.346,-0.143,0.094,-0.208,-0.037
-0.442,0.403,-0.218,0.381,-0.243,0.037
-0.193,0.254,-0.086,-0.188,-0.067,0.03
0.093,-0.258,-0.179,-0.179,-0.113,0.003
-0.138,0.347,0.09,-0.055,-0.385,0.041
0.292,-0.288,0.064,0.237,0.184,0.012
-0.367,0.443,-0.123,-0.234,0.458,0.03
0.188,-0.268,-0.414,0.226,-0.381,0.006
-0.36,0.031,0.085,0.045,0.272,0.044
-0.262,0.117,-0.216,-0.119,0.302,0.037
0.223,0.424,-0.49,-0.061,0.094,0.061
0.494,0.492,0.29,0.491,0.338,0.074
-0.261,-0.238,-0.169,0.174,0.376,-0.03
-0.196,0.047,0.003,-0.067,0.207,0.037
-0.067,0.259,-0.203,0.016,0.006,0.037
-0.263,-0.351,0.158,-0.482,0.127,-0.038
0.321,0.41,-0.46,-0.287,0.365,0.054
0.066,0.483,0.161,0.299,0.164,0.054
-0.33,0.117,0.175,0.166,-0.415,0.028
-0.281,-0.03,-0.219,0.069,0.36,0.037
-0.077,-0.214,0.24,0.14,-0.306,-0.003
-0.292,-0.202,0.005,-0.371,0.382,-0.036
-0.454,-0.282,0.481,0.1,0.053,-0.034
0.369,-0.342,-0.433,-0.03,-0.388,0.006
0.152,-0.278,-0.104,0.224,-0.41,0.005
-0.495,0.095,-0.461,-0.331,-0.493,-0.024
0.464,0.098,0.461,0.425,-0.046,0.074
0.045,0.227,0.212,0.145,-0.027,0.054
-0.032,0.082,-0.202,0.323,0.392,0.037
0.142,-0.219,-0.221,0.386,0.431,0.007
0.178,-0.156,-0.339,0.001,-0.306,0.009
0.226,0.13,-0.136,-0.168,0.317,0.054
0.008,0.123,0.393,-0.45,-0.075,0.041
-0.285,-0.211,0.106,0.081,-0.411,-0.038
-0.333,0.306,0.47,-0.468,0.089,0.041
0.188,0.245,-0.383,-0.131,-0.191,0.058
-0.413,0.479,-0.1,0.314,-0.47,-0.018
0.393,0.078,-0.044,0.109,0.038,0.063
0.371,0.089,-0.067,-0.171,-0.304,0.052
-0.451,-0.257,0.336,0.046,0.431,-0.034
0.16,0.102,0.471,0.467,0.486,0.072
-0.294,-0.403,-0.07,0.064,-0.435,-0.045
0.129,0.168,0.224,-0.087,0.495,0.072
-0.216,-0.149,0.482,0.248,0.085,-0.023
0.325,0.447,0.395,-0.181,0.285,0.068
0.366,0.451,-0.295,-0.31,-0.163,0.054
-0.121,0.415,-0.196,-0.297,-0.257,0.03
-0.496,0.356,0.327,0.122,0.075,0.045
0.35,-0.475,0.287,0.084,0.152,0.013
0.451,-0.347,-0.222,0.133,-0.223,0.009
-0.313,0.008,-0.194,0.358,-0.48,-0.018
0.262,-0.164,-0.242,0.488,-0.032,0.011
0.437,-0.279,-0.407,-0.118,-0.41,0.006
-0.339,0.454,0.058,0.325,-0.474,-0.011
-0.184,0.146,0.462,-0.298,-0.015,0.04
0.283,0.321,0.313,-0.075,0.335,0.074
0.462,0.008,-0.018,0.11,0.041,0.063
0.102,0.403,0.027,0.154,-0.287,0.057
0.118,0.147,-0.38,-0.305,-0.21,0.052
-0.36,-0.128,0.079,0.224,0.464,0.048
-0.478,-0.177,0.423,0.016,0.317,-0.031
-0.109,-0.459,0.28,0.24,0.067,-0.02
0.494,0.47,-0.355,0.07,-0.332,0.06
-0.314,-0.414,0.179,-0.378,-0.174,-0.036
-0.364,0.465,-0.064,0.347,-0.303,0.037
-0.177,0.208,-0.062,0.026,-0.089,0.037
0.194,-0.445,-0.468,-0.46,-0.162,0.01
-0.118,0.304,0.309,-0.318,0.191,0.04
-0.215,0.209,-0.122,-0.424,0.231,0.031
0.352,-0.217,-0.42,0.059,-0.378,0.006
-0.01,0.23,0.173,0.393,0.426,0.044
0.085,-0.49,0.042,0.346,-0.496,-0.046
-0.36,-0.064,0.483,-0.222,-0.025,0.04
0.148,-0.453,-0.08,-0.053,-0.213,0.007
-0.479,0.094,0.26,0.326,-0.374,0.044
-0.431,0.118,-0.479,-0.45,0.251,0.031
0.395,-0.412,0.405,-0.186,0.001,0.01
0.026,0.029,0.357,0.337,0.115,0.055
-0.052,0.084,0.463,0.026,0.312,0.045
0.051,0.423,0.203,0.211,-0.242,0.054
-0.268,-0.376,-0.112,-0.372,-0.005,-0.032
0.242,-0.488,0.33,-0.359,0.288,0.014
-0.266,0.284,-0.375,0.414,0.122,0.037
-0.326,0.267,-0.36,0.04,0.095,0.037
0.013,0.464,0.433,0.094,0.092,0.045
0.372,-0.361,0.453,-0.184,0.47,0.01
-0.378,0.081,0.012,-0.232,0.186,0.03
0.376,-0.386,-0.291,-0.071,0.172,0.009
0.073,-0.202,-0.062,0.006,-0.354,-0.002
0.487,-0.493,0.456,0.375,0.292,0.013
0.014,0.053,0.061,0.451,-0.456,0.008
-0.417,0.101,0.077,-0.052,-0.042,0.044
-0.087,0.204,0.257,0.143,-0.274,0.044
-0.181,0.314,-0.154,0.114,-0.37,0.037
-0.268,0.216,0.399,0.198,-0.459,-0.007
0.339,-0.319,-0.27,0.128,-0.235,0.009
0.113,-0.244,-0.163,0.455,-0.17,0.007
-0.308,-0.483,0.183,0.205,-0.133,-0.034
0.214,0.376,0.44,-0.064,0.355,0.072
0.048,0.382,0.139,0.483,-0.39,0.051
0.384,-0.222,-0.488,-0.079,-0.073,0.009
0.403,0.44,0.404,-0.15,-0.359,0.064
-0.498,0.368,0.24,0.365,0.02,0.044
-0.082,0.18,-0.352,0.228,-0.012,0.037
0.083,-0.124,-0.151,0.389,-0.048,0.066
0.202,0.227,0.232,-0.33,-0.409,0.062
-0.21,-0.293,0.042,0.124,-0.203,-0.028
0.113,-0.331,0.247,-0.141,0.045,0.008
0.278,0.391,0.387,0.411,-0.317,0.071
-0.226,-0.109,-0.088,-0.393,-0.17,0.034
-0.225,-0.189,-0.472,-0.066,-0.109,-0.026
-0.301,-0.418,0.23,-0.327,0.001,-0.037
0.138,-0.325,0.496,-0.465,-0.335,0.011
-0.012,-0.236,-0.154,0.403,0.37,-0.006
0.232,-0.488,0.41,0.109,-0.094,0.013
0.334,-0.48,0.062,-0.002,-0.169,0.012
