rtp_fs,ld_ind_fs,spd_rat_adj_fs,ph_fs
0.333,-0.499,0.386,-0.25
0.019,-0.346,-0.038,-0.174
0.496,0.197,-0.133,-0.173
0.003,-0.184,0.342,-0.188
-0.373,-0.472,-0.098,-0.249
0.109,0.387,0.459,-0.191
0.175,-0.088,0.091,-0.173
-0.034,0.134,0.445,-0.191
-0.237,0.062,-0.434,-0.177
0.346,0.042,-0.436,-0.173
-0.258,-0.372,-0.473,-0.186
-0.0,-0.006,-0.334,-0.173
0.159,-0.301,-0.376,-0.174
-0.119,-0.103,0.357,-0.188
-0.477,-0.077,-0.362,-0.177
0.441,-0.461,-0.147,-0.25
0.254,-0.399,-0.302,-0.239
0.48,-0.148,0.198,-0.173
-0.457,-0.369,0.269,-0.187
0.311,-0.244,-0.454,-0.173
-0.108,-0.352,-0.169,-0.174
-0.122,0.424,-0.027,-0.173
-0.078,0.241,0.067,-0.173
0.031,-0.215,0.276,-0.174
0.096,0.453,-0.367,-0.173
0.396,-0.41,0.201,-0.239
0.009,0.164,0.237,-0.173
0.43,-0.349,0.252,-0.174
0.237,-0.172,-0.154,-0.173
0.486,-0.087,-0.123,-0.173
0.434,-0.176,0.077,-0.173
0.187,-0.465,-0.241,-0.25
0.262,0.489,0.38,-0.188
0.287,-0.219,0.444,-0.191
0.04,-0.176,-0.486,-0.173
-0.414,-0.081,0.102,-0.177
-0.277,-0.428,0.069,-0.246
-0.442,0.145,-0.106,-0.177
-0.399,-0.11,0.174,-0.177
0.431,-0.004,-0.231,-0.173
0.37,-0.023,-0.318,-0.173
-0.451,0.186,0.175,-0.177
-0.318,0.223,0.08,-0.177
0.336,-0.226,0.457,-0.191
-0.27,-0.255,0.331,-0.178
-0.477,-0.261,-0.277,-0.177
-0.277,-0.496,0.403,-0.249
-0.373,0.123,-0.155,-0.177
0.092,-0.122,-0.285,-0.173
-0.481,0.367,-0.184,-0.177
0.241,0.049,0.046,-0.173
-0.063,-0.246,-0.053,-0.173
0.154,-0.351,0.038,-0.174
-0.216,-0.042,0.194,-0.177
0.032,-0.334,0.411,-0.188
-0.183,0.471,-0.063,-0.173
-0.08,0.053,-0.1,-0.173
-0.373,0.133,0.442,-0.196
-0.194,0.49,0.351,-0.188
-0.356,-0.372,-0.256,-0.186
-0.435,0.076,-0.042,-0.177
-0.489,0.428,-0.096,-0.177
-0.384,0.377,0.022,-0.177
0.442,-0.007,-0.045,-0.173
-0.112,0.261,0.392,-0.188
0.445,0.386,0.084,-0.173
-0.076,0.313,0.22,-0.173
-0.123,-0.462,-0.18,-0.25
0.205,-0.331,-0.172,-0.174
0.003,0.054,-0.399,-0.173
0.277,0.11,-0.454,-0.173
-0.015,0.28,0.432,-0.191
0.056,0.29,-0.328,-0.173
-0.32,0.302,-0.031,-0.177
0.239,-0.342,-0.166,-0.174
-0.382,-0.368,0.477,-0.215
-0.478,0.215,0.264,-0.177
-0.419,-0.093,-0.368,-0.177
0.42,0.304,0.118,-0.173
0.327,-0.219,0.346,-0.188
0.088,0.462,-0.263,-0.173
-0.233,0.286,-0.466,-0.177
0.305,0.135,0.345,-0.188
0.014,-0.094,0.142,-0.173
0.046,0.128,0.214,-0.173
-0.051,0.396,0.002,-0.173
-0.204,-0.253,0.112,-0.177
0.11,0.128,-0.166,-0.173
0.389,0.15,0.088,-0.173
-0.155,-0.058,-0.16,-0.173
0.298,-0.059,0.324,-0.174
-0.16,-0.136,0.05,-0.173
-0.49,-0.08,-0.075,-0.177
0.231,0.389,-0.413,-0.173
-0.017,0.041,-0.378,-0.173
-0.487,-0.302,0.461,-0.196
0.392,-0.109,-0.31,-0.173
-0.173,0.498,0.276,-0.173
0.254,0.174,0.465,-0.206
-0.343,0.338,0.237,-0.177
0.46,0.233,0.366,-0.188
-0.102,0.159,0.096,-0.173
-0.149,0.185,-0.436,-0.173
0.155,0.344,-0.43,-0.173
-0.116,0.128,0.296,-0.173
-0.252,-0.017,-0.156,-0.177
-0.226,-0.486,0.279,-0.247
-0.366,0.052,-0.093,-0.177
-0.233,0.134,-0.248,-0.177
-0.168,-0.189,-0.34,-0.173
-0.091,0.119,-0.187,-0.173
0.135,-0.126,-0.442,-0.173
0.362,-0.335,0.247,-0.174
-0.276,0.439,0.095,-0.177
0.242,-0.15,-0.19,-0.173
-0.336,-0.071,-0.269,-0.177
0.419,-0.399,0.284,-0.239
0.063,-0.285,-0.453,-0.174
0.483,0.205,-0.003,-0.173
-0.079,-0.007,-0.493,-0.173
0.424,0.46,-0.152,-0.173
-0.153,-0.231,0.231,-0.173
0.274,-0.269,0.083,-0.174
0.093,-0.415,-0.266,-0.239
-0.136,0.058,0.164,-0.173
-0.307,0.047,0.294,-0.178
0.079,0.125,0.215,-0.173
0.129,0.217,0.401,-0.188
-0.289,-0.151,-0.157,-0.177
-0.007,-0.237,0.287,-0.174
0.407,-0.348,-0.11,-0.174
-0.441,0.46,0.062,-0.177
-0.033,-0.104,-0.411,-0.173
-0.444,0.434,0.182,-0.177
0.139,0.252,0.361,-0.188
-0.288,-0.06,-0.402,-0.177
-0.131,0.416,-0.149,-0.173
-0.179,-0.33,-0.096,-0.174
0.191,-0.245,-0.498,-0.173
-0.212,-0.056,0.412,-0.196
-0.301,-0.478,-0.393,-0.249
0.4,-0.119,-0.137,-0.173
-0.038,-0.352,0.263,-0.174
-0.094,0.159,-0.232,-0.173
0.426,0.448,0.295,-0.174
0.393,-0.131,-0.289,-0.173
-0.212,0.366,-0.31,-0.177
-0.211,-0.08,-0.319,-0.177
0.172,-0.056,0.142,-0.173
0.201,0.397,0.057,-0.173
-0.312,0.056,0.182,-0.177
0.477,0.164,-0.44,-0.173
0.261,0.434,-0.006,-0.173
-0.108,-0.012,-0.346,-0.173
-0.468,-0.261,0.285,-0.178
-0.401,-0.338,-0.179,-0.178
0.01,-0.262,-0.115,-0.173
-0.031,-0.106,-0.375,-0.173
0.278,-0.046,0.442,-0.191
-0.081,-0.275,0.383,-0.188
-0.408,0.169,-0.25,-0.177
0.357,0.37,-0.384,-0.173
-0.138,0.279,0.166,-0.173
-0.109,0.045,-0.206,-0.173
0.185,-0.389,-0.157,-0.239
-0.218,-0.187,0.237,-0.177
-0.446,-0.125,-0.405,-0.177
0.388,-0.194,0.203,-0.173
-0.155,-0.289,-0.017,-0.174
-0.46,0.244,0.062,-0.177
-0.059,-0.14,0.382,-0.188
-0.111,-0.412,-0.143,-0.239
0.239,0.383,0.007,-0.173
0.183,0.17,0.389,-0.188
0.396,-0.433,-0.003,-0.238
0.393,-0.138,0.41,-0.188
0.125,0.193,0.254,-0.173
-0.306,0.331,-0.054,-0.177
0.02,0.22,0.499,-0.206
-0.35,-0.394,0.352,-0.247
-0.083,-0.47,0.4,-0.25
0.416,-0.364,0.277,-0.186
-0.069,-0.275,0.226,-0.174
0.062,0.468,0.197,-0.173
-0.026,0.132,-0.478,-0.173
-0.34,-0.336,-0.312,-0.178
-0.39,-0.468,-0.027,-0.249
0.361,-0.379,-0.104,-0.185
-0.256,0.123,-0.19,-0.177
-0.041,0.047,0.181,-0.173
0.432,-0.26,0.11,-0.173
-0.342,-0.007,0.245,-0.177
-0.394,-0.054,0.015,-0.177
0.458,-0.368,0.013,-0.185
-0.308,-0.247,0.432,-0.196
0.217,-0.273,-0.114,-0.174
-0.149,0.139,0.093,-0.173
0.075,0.067,-0.412,-0.173
0.226,0.409,0.308,-0.174
0.057,-0.092,-0.369,-0.173
-0.187,-0.044,0.368,-0.188
0.2,-0.061,0.082,-0.173
-0.259,-0.304,0.461,-0.196
-0.275,-0.277,0.094,-0.178
-0.355,-0.383,0.192,-0.186
0.285,0.278,-0.416,-0.173
-0.268,-0.161,-0.408,-0.177
-0.402,-0.283,0.018,-0.178
0.03,0.304,-0.083,-0.173
0.447,-0.337,-0.02,-0.174
0.091,-0.02,0.361,-0.188
0.445,-0.135,-0.119,-0.173
-0.451,-0.399,0.262,-0.247
0.202,0.311,0.102,-0.173
0.268,-0.183,-0.405,-0.173
0.243,-0.297,0.414,-0.191
-0.279,0.23,0.19,-0.177
0.029,0.255,0.17,-0.173
-0.494,-0.217,0.123,-0.177
-0.133,0.147,-0.394,-0.173
0.471,0.014,0.264,-0.173
-0.286,0.001,-0.154,-0.177
0.438,-0.131,-0.012,-0.173
0.179,0.268,-0.481,-0.173
-0.043,0.241,0.352,-0.188
0.41,0.365,0.455,-0.191
-0.356,0.299,0.242,-0.177
0.336,-0.393,0.48,-0.232
0.453,0.073,0.167,-0.173
0.314,0.185,0.048,-0.173
0.046,0.074,-0.031,-0.173
0.352,0.464,-0.403,-0.173
-0.158,0.066,0.475,-0.206
0.476,-0.309,-0.095,-0.174
0.204,0.096,0.021,-0.173
0.411,-0.456,0.267,-0.249
0.369,-0.355,0.08,-0.174
-0.335,-0.493,-0.365,-0.249
-0.032,0.101,-0.45,-0.173
0.324,0.174,0.143,-0.173
0.386,0.096,0.382,-0.188
0.097,-0.273,-0.167,-0.174
0.015,0.486,0.406,-0.188
-0.1,-0.321,-0.19,-0.174
0.344,0.432,-0.066,-0.173
-0.458,-0.291,-0.203,-0.178
0.496,-0.444,-0.083,-0.249
0.193,0.496,0.388,-0.188
-0.193,-0.467,0.062,-0.247
0.223,-0.225,-0.133,-0.173
0.321,0.318,-0.148,-0.173
0.1,-0.23,0.494,-0.206
0.174,0.299,0.335,-0.174
0.147,0.384,-0.388,-0.173
0.299,-0.027,0.066,-0.173
0.033,-0.243,-0.097,-0.173
-0.329,0.318,0.143,-0.177
0.4,-0.465,-0.373,-0.25
-0.494,-0.114,0.216,-0.177
-0.289,-0.014,0.029,-0.177
0.241,-0.304,0.312,-0.175
0.071,-0.018,-0.25,-0.173
0.266,0.087,-0.13,-0.173
0.407,-0.094,-0.126,-0.173
0.006,-0.273,-0.078,-0.174
0.462,0.358,0.393,-0.188
0.213,0.104,0.301,-0.174
-0.106,-0.394,0.499,-0.233
-0.118,0.439,-0.196,-0.173
-0.395,0.411,-0.075,-0.177
0.266,0.123,-0.151,-0.173
-0.103,0.02,-0.377,-0.173
-0.474,-0.229,0.291,-0.178
0.48,0.406,-0.334,-0.173
-0.023,0.254,0.42,-0.191
-0.456,-0.389,-0.13,-0.247
-0.22,-0.203,-0.109,-0.177
-0.248,0.424,-0.351,-0.177
-0.089,-0.058,-0.317,-0.173
0.007,-0.411,0.043,-0.239
0.369,0.06,0.4,-0.188
0.244,-0.09,0.067,-0.173
0.299,0.254,0.105,-0.173
-0.145,-0.028,-0.231,-0.173
0.403,-0.467,0.016,-0.25
-0.28,0.161,-0.093,-0.177
-0.353,-0.408,-0.255,-0.247
0.214,-0.012,-0.493,-0.173
-0.29,-0.475,0.229,-0.249
0.014,-0.482,-0.114,-0.25
0.174,0.274,0.457,-0.191
0.126,0.063,-0.462,-0.173
0.188,0.125,-0.207,-0.173
-0.491,0.42,-0.346,-0.177
0.459,-0.298,0.388,-0.188
-0.498,-0.479,0.067,-0.249
-0.436,0.303,0.104,-0.177
-0.445,-0.463,0.065,-0.249
0.427,-0.31,-0.258,-0.174
-0.426,-0.4,0.13,-0.247
-0.284,0.293,0.237,-0.177
0.226,0.201,0.481,-0.206
-0.062,0.034,0.181,-0.173
0.435,-0.263,0.335,-0.174
-0.05,0.429,-0.338,-0.173
0.273,-0.072,0.067,-0.173
0.364,-0.481,-0.091,-0.25
0.308,0.392,0.068,-0.173
-0.405,-0.135,-0.269,-0.177
-0.233,0.258,-0.198,-0.177
0.234,0.268,-0.134,-0.173
-0.084,-0.239,-0.289,-0.173
0.003,0.457,-0.4,-0.173
-0.257,0.089,0.027,-0.177
-0.456,-0.488,0.223,-0.249
0.452,-0.427,0.152,-0.238
0.032,-0.315,-0.043,-0.174
0.445,-0.201,-0.029,-0.173
-0.479,-0.048,-0.321,-0.177
0.444,-0.213,0.025,-0.173
-0.031,-0.456,-0.465,-0.249
-0.289,0.417,0.365,-0.193
0.325,-0.128,-0.36,-0.173
0.103,-0.37,0.371,-0.202
-0.317,-0.183,-0.202,-0.177
0.263,-0.417,-0.106,-0.239
0.278,-0.225,0.262,-0.173
-0.421,0.129,0.05,-0.177
-0.315,0.275,-0.257,-0.177
0.159,0.483,-0.424,-0.173
0.251,0.046,-0.124,-0.173
0.162,-0.462,0.381,-0.25
-0.239,-0.295,-0.076,-0.178
0.05,-0.219,0.366,-0.188
-0.489,0.489,0.465,-0.206
0.277,0.442,0.102,-0.173
0.434,-0.3,0.236,-0.174
-0.138,0.303,-0.104,-0.173
0.164,0.431,-0.272,-0.173
0.425,0.433,-0.267,-0.173
-0.204,-0.257,-0.064,-0.177
-0.01,-0.025,-0.141,-0.173
-0.264,0.076,0.105,-0.177
-0.219,-0.382,-0.158,-0.186
-0.423,-0.181,-0.256,-0.177
0.147,-0.441,-0.388,-0.238
0.394,-0.137,-0.161,-0.173
-0.186,-0.108,0.049,-0.173
-0.097,-0.442,0.018,-0.249
-0.256,-0.41,-0.274,-0.247
-0.002,-0.233,-0.053,-0.173
-0.097,-0.392,-0.048,-0.239
-0.422,0.216,-0.113,-0.177
-0.024,0.196,-0.295,-0.173
0.179,0.472,0.313,-0.174
0.34,0.38,-0.276,-0.173
0.227,0.44,-0.436,-0.173
-0.186,-0.166,0.291,-0.173
0.033,-0.343,0.091,-0.174
-0.495,0.041,0.426,-0.196
-0.422,0.102,-0.467,-0.177
0.462,-0.462,0.319,-0.25
0.403,-0.329,-0.326,-0.174
-0.149,-0.276,0.255,-0.174
0.36,0.255,0.175,-0.173
-0.374,0.323,0.074,-0.177
-0.327,0.484,-0.198,-0.177
0.492,-0.289,-0.154,-0.174
-0.1,-0.432,0.081,-0.238
-0.226,0.488,-0.141,-0.177
-0.021,0.135,0.487,-0.206
0.5,0.496,0.152,-0.173
0.192,-0.391,-0.097,-0.239
0.413,0.404,-0.311,-0.173
-0.056,-0.484,0.123,-0.25
-0.49,0.361,0.141,-0.177
-0.446,-0.3,-0.247,-0.178
0.455,-0.154,0.143,-0.173
0.179,0.447,0.3,-0.174
0.253,0.221,-0.321,-0.173
-0.037,0.481,-0.048,-0.173
0.379,0.14,0.08,-0.173
-0.132,0.234,-0.448,-0.173
-0.008,0.45,0.394,-0.188
0.174,-0.244,-0.19,-0.173
0.486,-0.225,0.118,-0.173
0.063,-0.079,0.37,-0.188
-0.384,0.224,-0.164,-0.177
0.212,-0.155,-0.287,-0.173
0.305,0.319,-0.234,-0.173
-0.185,-0.333,0.351,-0.188
0.062,-0.45,0.304,-0.249
-0.306,0.24,0.348,-0.193
0.074,0.077,0.306,-0.174
0.43,-0.239,-0.495,-0.173
-0.429,0.2,0.107,-0.177
0.032,-0.467,-0.039,-0.25
-0.306,0.03,-0.467,-0.177
0.153,-0.132,-0.215,-0.173
-0.424,0.242,-0.019,-0.177
-0.333,0.066,-0.461,-0.177
-0.013,-0.367,0.137,-0.185
-0.215,0.429,0.203,-0.177
-0.078,0.404,0.491,-0.206
-0.211,0.154,-0.146,-0.177
0.358,-0.339,-0.089,-0.174
0.179,-0.063,-0.362,-0.173
0.225,0.253,0.423,-0.191
0.023,-0.423,-0.05,-0.238
-0.011,-0.074,-0.49,-0.173
-0.026,-0.098,0.483,-0.206
-0.389,0.466,-0.054,-0.177
0.144,-0.065,0.488,-0.206
-0.395,-0.429,0.241,-0.246
0.382,-0.354,-0.247,-0.174
-0.012,-0.433,0.416,-0.232
0.333,-0.148,-0.124,-0.173
-0.214,-0.092,0.275,-0.178
0.376,0.353,0.21,-0.173
-0.437,-0.36,0.112,-0.186
-0.341,-0.388,-0.397,-0.247
0.301,-0.15,0.187,-0.173
-0.022,0.411,0.292,-0.174
0.287,-0.449,0.024,-0.249
-0.134,0.402,-0.054,-0.173
-0.356,-0.061,-0.262,-0.177
0.379,0.03,-0.222,-0.173
0.246,0.268,0.005,-0.173
0.347,0.182,0.475,-0.206
-0.169,-0.254,-0.497,-0.173
-0.01,0.399,0.059,-0.173
0.139,0.2,0.209,-0.173
0.268,0.152,0.181,-0.173
-0.287,-0.128,-0.242,-0.177
0.363,-0.202,-0.087,-0.173
0.436,0.358,-0.357,-0.173
0.133,-0.152,-0.36,-0.173
0.333,0.041,0.472,-0.206
-0.037,-0.054,0.28,-0.173
-0.47,0.358,-0.22,-0.177
-0.05,0.034,-0.407,-0.173
-0.479,-0.219,-0.122,-0.177
-0.07,-0.447,-0.406,-0.249
0.481,0.006,-0.335,-0.173
-0.402,-0.327,0.114,-0.178
0.384,-0.499,-0.023,-0.25
0.027,0.057,-0.357,-0.173
0.423,-0.139,-0.22,-0.173
-0.313,0.314,0.033,-0.177
0.415,-0.313,0.34,-0.188
-0.028,0.428,-0.107,-0.173
-0.394,-0.043,-0.183,-0.177
0.054,0.267,0.405,-0.188
-0.201,0.231,0.281,-0.178
-0.165,-0.231,-0.419,-0.173
0.451,0.14,0.057,-0.173
-0.437,-0.31,0.196,-0.178
-0.107,0.05,-0.455,-0.173
-0.13,0.423,-0.418,-0.173
-0.173,-0.063,0.482,-0.206
-0.33,0.15,0.33,-0.178
0.067,-0.146,0.456,-0.191
0.384,0.007,0.253,-0.173
0.376,0.33,-0.306,-0.173
-0.188,-0.252,0.088,-0.173
0.064,0.398,-0.079,-0.173
-0.221,0.285,0.366,-0.193
0.249,0.412,0.105,-0.173
0.39,-0.021,-0.428,-0.173
-0.121,-0.253,0.013,-0.173
-0.304,-0.389,0.05,-0.247
0.437,-0.477,-0.479,-0.25
0.384,-0.246,0.27,-0.174
-0.422,-0.459,0.374,-0.249
0.41,-0.472,0.392,-0.25
0.314,-0.476,0.004,-0.25
-0.455,0.475,0.059,-0.177
0.191,-0.128,-0.238,-0.173
0.402,-0.21,0.285,-0.174
0.445,0.421,-0.142,-0.173
0.187,-0.005,-0.343,-0.173
-0.493,0.409,-0.444,-0.177
0.048,-0.455,-0.149,-0.249
0.428,-0.453,-0.131,-0.249
-0.245,-0.387,-0.154,-0.237
0.497,0.249,-0.09,-0.173
-0.465,0.075,-0.37,-0.177
-0.071,-0.133,0.027,-0.173
-0.304,-0.18,-0.447,-0.177
-0.027,0.144,0.231,-0.173
0.128,-0.494,0.326,-0.25
-0.214,0.385,0.455,-0.196
0.472,-0.488,0.066,-0.25
-0.471,0.355,0.479,-0.206
0.25,0.485,-0.367,-0.173
0.091,-0.159,-0.354,-0.173
0.161,0.348,-0.431,-0.173
0.498,0.251,-0.188,-0.173
0.415,-0.261,-0.149,-0.173
0.148,-0.089,0.499,-0.206
-0.377,-0.298,0.041,-0.178
0.343,0.183,-0.365,-0.173
-0.123,-0.43,0.419,-0.232
-0.069,-0.157,-0.196,-0.173
0.11,-0.068,-0.189,-0.173
0.413,0.117,-0.015,-0.173
0.476,0.312,0.387,-0.188
-0.37,-0.092,-0.393,-0.177
-0.439,-0.166,-0.387,-0.177
-0.379,-0.413,0.453,-0.248
0.097,0.013,0.139,-0.173
0.109,0.103,-0.389,-0.173
-0.421,0.421,-0.392,-0.177
-0.312,-0.455,0.189,-0.247
0.493,0.341,0.416,-0.191
-0.364,-0.297,0.063,-0.178
-0.081,-0.395,-0.289,-0.239
-0.417,-0.201,-0.24,-0.177
-0.467,0.043,0.154,-0.177
0.241,-0.162,0.203,-0.173
-0.298,0.051,0.015,-0.177
-0.263,0.098,0.139,-0.177
-0.468,-0.347,-0.317,-0.178
0.185,0.138,-0.162,-0.173
-0.003,0.451,0.442,-0.191
0.04,-0.443,-0.135,-0.249
0.198,0.064,-0.001,-0.173
-0.136,0.036,0.137,-0.173
-0.434,0.466,-0.027,-0.177
-0.173,0.013,-0.036,-0.173
0.191,-0.486,0.081,-0.25
-0.167,-0.055,-0.001,-0.173
-0.158,0.374,0.278,-0.173
0.314,0.169,0.2,-0.173
0.032,0.373,0.183,-0.173
-0.009,0.022,-0.304,-0.173
-0.311,-0.41,0.04,-0.247
-0.346,-0.131,-0.491,-0.177
-0.496,0.491,-0.092,-0.177
-0.17,0.481,-0.089,-0.173
-0.152,0.21,0.229,-0.173
0.082,-0.32,-0.357,-0.174
0.426,-0.248,-0.413,-0.173
0.08,-0.148,-0.02,-0.173
0.062,-0.431,-0.253,-0.238
0.498,0.206,0.083,-0.173
-0.275,0.374,0.095,-0.177
-0.148,-0.397,0.104,-0.237
0.285,-0.251,0.32,-0.174
0.089,0.455,-0.007,-0.173
0.198,0.463,-0.459,-0.173
0.391,-0.174,0.368,-0.188
0.363,0.19,-0.087,-0.173
0.273,-0.233,0.458,-0.191
0.073,-0.406,-0.377,-0.239
-0.421,-0.287,0.222,-0.178
-0.241,0.016,0.043,-0.177
0.326,0.036,-0.263,-0.173
0.331,-0.221,-0.377,-0.173
-0.245,0.48,0.321,-0.178
0.159,0.277,-0.279,-0.173
-0.234,-0.301,0.051,-0.178
0.381,0.057,-0.441,-0.173
0.15,0.318,-0.097,-0.173
0.121,-0.26,-0.041,-0.173
-0.389,0.16,-0.16,-0.177
-0.251,0.489,-0.028,-0.177
-0.369,0.476,0.242,-0.177
0.465,0.473,-0.053,-0.173
-0.338,0.446,0.172,-0.177
-0.499,-0.496,-0.201,-0.249
0.394,-0.103,0.461,-0.191
0.301,-0.393,-0.256,-0.239
0.464,-0.135,-0.265,-0.173
0.411,0.339,-0.235,-0.173
0.321,-0.048,-0.471,-0.173
-0.152,-0.312,-0.172,-0.174
0.39,0.308,0.102,-0.173
-0.147,0.445,-0.147,-0.173
0.262,0.062,0.397,-0.188
0.225,-0.086,-0.201,-0.173
0.077,-0.139,-0.468,-0.173
0.102,0.081,0.112,-0.173
-0.3,0.378,0.447,-0.196
0.151,-0.444,0.401,-0.249
-0.366,-0.138,-0.415,-0.177
-0.026,-0.342,0.246,-0.174
0.266,0.123,0.06,-0.173
0.029,0.314,0.149,-0.173
0.009,0.199,0.315,-0.174
-0.147,-0.474,-0.302,-0.247
0.307,-0.092,-0.206,-0.173
0.411,0.228,-0.431,-0.173
0.039,-0.331,0.283,-0.175
0.18,0.271,0.06,-0.173
0.365,-0.07,0.387,-0.188
0.095,0.39,0.055,-0.173
0.033,0.445,0.281,-0.174
0.107,-0.487,-0.145,-0.25
-0.008,-0.213,-0.307,-0.173
0.287,-0.327,0.229,-0.174
0.185,-0.467,-0.028,-0.25
-0.232,0.051,0.375,-0.193
-0.491,0.373,0.149,-0.177
0.31,-0.212,-0.157,-0.173
-0.282,0.28,0.36,-0.193
-0.413,0.461,-0.32,-0.177
0.184,-0.432,0.243,-0.238
0.278,-0.486,0.171,-0.25
-0.054,-0.077,-0.269,-0.173
-0.308,0.496,0.163,-0.177
-0.19,-0.347,0.401,-0.188
-0.066,0.499,-0.194,-0.173
0.046,0.421,0.303,-0.174
-0.444,0.152,0.249,-0.177
0.183,0.134,0.012,-0.173
-0.323,0.087,-0.486,-0.177
-0.069,0.227,-0.267,-0.173
-0.438,0.012,-0.124,-0.177
0.4,-0.232,-0.355,-0.173
0.409,0.02,0.233,-0.173
0.09,0.402,-0.165,-0.173
-0.273,0.488,-0.443,-0.177
-0.224,-0.303,0.234,-0.178
-0.419,-0.483,0.147,-0.249
0.241,0.231,0.04,-0.173
-0.378,0.392,0.353,-0.193
-0.445,-0.482,-0.4,-0.249
-0.231,0.052,0.211,-0.177
0.4,0.406,-0.027,-0.173
0.064,0.014,-0.295,-0.173
0.185,0.217,0.45,-0.191
0.419,0.291,0.366,-0.188
-0.123,-0.058,-0.367,-0.173
0.298,0.066,0.102,-0.173
-0.056,-0.275,0.409,-0.188
0.482,0.228,0.256,-0.173
-0.255,0.211,0.327,-0.178
-0.344,0.098,-0.286,-0.177
-0.248,-0.393,-0.181,-0.237
-0.252,-0.344,-0.227,-0.178
-0.254,-0.167,-0.059,-0.177
-0.363,-0.421,-0.049,-0.246
-0.051,-0.28,0.47,-0.206
0.446,0.295,-0.496,-0.173
-0.039,0.5,0.066,-0.173
-0.334,-0.282,-0.231,-0.178
0.382,-0.228,-0.151,-0.173
-0.248,0.134,0.448,-0.196
0.348,0.398,0.125,-0.173
0.414,-0.255,-0.396,-0.173
-0.055,-0.058,-0.159,-0.173
0.417,-0.23,0.058,-0.173
-0.206,-0.229,-0.324,-0.177
-0.464,-0.172,0.497,-0.206
-0.384,-0.357,-0.051,-0.178
0.488,0.133,-0.02,-0.173
-0.435,0.391,-0.273,-0.177
-0.136,-0.443,0.195,-0.249
-0.111,-0.452,0.208,-0.249
-0.416,-0.017,-0.324,-0.177
0.316,0.241,0.268,-0.174
0.434,-0.448,-0.268,-0.249
-0.069,-0.468,-0.441,-0.25
-0.493,-0.359,-0.466,-0.186
0.445,-0.166,-0.09,-0.173
0.31,-0.446,-0.051,-0.249
-0.012,0.181,-0.132,-0.173
0.305,0.098,0.333,-0.174
-0.461,0.124,-0.194,-0.177
-0.467,0.296,0.056,-0.177
0.407,-0.242,0.148,-0.173
-0.169,-0.378,-0.338,-0.182
-0.371,0.319,0.496,-0.206
-0.082,-0.062,0.074,-0.173
0.41,0.152,-0.142,-0.173
-0.317,-0.149,0.056,-0.177
-0.085,0.052,-0.35,-0.173
0.07,-0.156,0.252,-0.173
-0.147,0.316,0.482,-0.206
0.413,0.153,-0.13,-0.173
0.277,0.457,0.476,-0.206
-0.19,0.081,0.451,-0.191
0.109,-0.091,0.361,-0.188
0.18,-0.383,-0.192,-0.185
-0.389,0.35,0.285,-0.178
0.283,-0.386,0.023,-0.239
0.184,0.336,0.18,-0.173
-0.312,-0.489,-0.27,-0.249
-0.173,0.22,-0.175,-0.173
-0.12,-0.353,-0.069,-0.174
-0.194,-0.12,-0.454,-0.173
-0.436,-0.5,-0.359,-0.249
-0.365,0.006,0.046,-0.177
-0.294,-0.035,-0.358,-0.177
0.133,-0.126,-0.487,-0.173
0.195,-0.393,-0.186,-0.239
0.367,-0.242,0.3,-0.174
0.073,-0.005,-0.315,-0.173
0.059,0.126,0.314,-0.174
-0.119,0.018,-0.496,-0.173
-0.487,-0.167,-0.271,-0.177
0.059,0.318,0.388,-0.188
-0.395,0.488,-0.32,-0.177
0.49,0.205,0.028,-0.173
-0.309,0.251,-0.421,-0.177
0.364,-0.155,0.01,-0.173
-0.119,0.356,-0.149,-0.173
-0.428,-0.218,0.195,-0.177
-0.441,-0.483,0.474,-0.251
-0.376,-0.295,-0.34,-0.178
0.139,-0.221,0.404,-0.188
-0.179,0.023,-0.082,-0.173
-0.231,0.332,0.092,-0.177
0.144,0.23,0.042,-0.173
-0.231,-0.136,-0.233,-0.177
0.454,-0.498,-0.027,-0.25
0.177,-0.418,0.256,-0.238
-0.412,0.343,-0.177,-0.177
-0.221,-0.181,-0.401,-0.177
-0.201,0.339,-0.059,-0.177
-0.451,0.357,-0.425,-0.177
-0.459,0.166,0.155,-0.177
0.244,0.083,0.447,-0.191
-0.482,0.397,-0.071,-0.177
-0.199,0.413,-0.401,-0.177
0.246,-0.422,0.31,-0.238
0.307,0.33,0.42,-0.191
0.022,0.282,-0.115,-0.173
-0.218,-0.47,-0.392,-0.247
0.107,0.347,0.048,-0.173
0.359,-0.139,-0.038,-0.173
0.337,0.401,-0.325,-0.173
0.014,-0.039,-0.317,-0.173
-0.269,0.38,0.014,-0.177
0.261,-0.295,-0.067,-0.174
-0.063,0.288,-0.353,-0.173
-0.049,0.317,-0.142,-0.173
-0.156,0.472,-0.032,-0.173
-0.401,-0.38,-0.176,-0.186
0.492,0.421,0.137,-0.173
0.226,-0.112,-0.214,-0.173
0.211,0.196,0.488,-0.206
-0.112,0.492,0.414,-0.191
0.186,-0.427,-0.186,-0.238
-0.014,-0.247,-0.187,-0.173
-0.493,0.134,0.343,-0.193
-0.011,-0.111,-0.021,-0.173
-0.035,-0.18,0.418,-0.191
0.202,0.344,-0.201,-0.173
-0.335,0.446,0.411,-0.196
-0.107,-0.348,0.382,-0.188
-0.175,0.225,-0.236,-0.173
